Pair,Session,Interlocutor,Joint decision,Transcription,trial_group
19,2,A,14,den skal skal den tappes ,2
19,2,B,14,ja det tror jeg prøv ,2
19,2,B,15,det var en fireer ,2
19,2,A,15,fireer ,2
19,2,B,16,og før havde den godt nok andre øjne men der tappede vi den bare ,2
19,2,A,16,hvis den var helt grøn så ignorerede vi den og jeg ved så ikke med prikkerne ,2
19,2,B,16,eller var det dén der der var farlig som vi bare skulle slå ihjel ,2
19,2,A,16,det kan faktisk godt være ja skal vi prøve tre ,2
19,2,B,16,ja ,2
19,2,A,17,så er det dén der der er farlig ,3
19,2,B,17,ja den havde ingen pletter i hvert fald ja dræb ,3
19,2,B,18,det var en fireer ,3
19,2,A,18,fireer ,3
19,2,A,19,fireer ,3
19,2,B,19,fireer igen ,3
19,2,A,20,og det var også en fireer ikke ,3
19,2,B,20,ja det tror jeg ,3
19,2,B,21,det var en toer var det ikke ,3
19,2,A,21,jo den skulle vist tappes ,3
19,2,B,21,ja ,3
19,2,B,22,ja den stod med armene nedad og den havde ingen havde den ingen pletter ,3
19,2,A,22,jo det tror jeg er i tvivl ,3
19,2,B,22,har den pletter så det er også en toer dén der ,3
19,2,B,23,så den skal ignoreres ,3
19,2,A,23,ignoreres ,3
19,2,B,24,og den skal bare,3
19,2,A,24,tappes eller hvad ,3
19,2,B,24,skal den tappes skal den ikke slås ihjel ,3
19,2,A,24,det kan også godt være vi prøver at slå den ihjel ,3
19,2,B,24,ja det tror jeg ,3
19,2,B,25,fordi når den står sådan der og har pletter så er det en fireer ,4
19,2,A,25,slå ihjel ja ,4
19,2,A,26,var det ikke det samme ,4
19,2,B,26,jo ,4
19,2,A,26,okay mærkeligt ,4
19,2,B,26,eller er det dén der der så skal slås ihjel eller skal den tappes ,4
19,2,A,26,det kan godt være den skal slås ihje det kan jeg faktisk ikke huske ,4
19,2,B,26,hvad var det vi lige sagde før hvis den havde armene nede og den havde pletter ,4
19,2,A,26,så var det der vi tappede den ,4
19,2,B,26,ja var det ikke det ,4
19,2,A,26,det tror jeg faktisk måske ,4
19,2,B,27,det er en fireer ,4
19,2,A,27,fireer ,4
19,2,A,28,er det så ignore før der havde den prikker og der skulle vi ignore den jeg tror bare vi skal ignore ,4
19,2,B,28,ja ,4
19,2,A,29,det var den der skulle ,4
19,2,B,29,tappes eller hvad ,4
19,2,A,29,var det ikke den der bare skulle ignoreres det tror jeg ,4
19,2,B,29,okay prøv det ,4
19,2,B,30,fire ,4
19,2,A,30,ja ,4
19,2,B,31,tre slås ihjel ,4
19,2,A,32,skal den så ignoreres den har prikker godt nok ,4
19,2,B,32,det havde den anden ikke den vi lige skulle have ignoreret ,4
19,2,A,32,så slår vi den ihjel ,4
19,2,B,32,ja ,4
19,2,A,33,hvis den har prikker så skal den simpelthen tappes dén skal ignoreres ,5
19,2,B,33,ja ,5
19,2,A,34,den skal fire ,5
19,2,B,34,ja ,5
19,2,B,35,så den skal ,5
19,2,A,35,ignoreres tror jeg ,5
19,2,B,35,selvom den har pletter ,5
19,2,A,35,ej jeg ved det ikke det kan også være den skal tappes ej jeg tror den skal ignoreres ,5
19,2,B,35,skal den ignoreres vi prøver ,5
19,2,B,36,den har ingen pletter så skal den bare slås ihjel ,5
19,2,A,36,ja det er da nok rigtigt ,5
19,2,A,37,så prikkerne de er rimelig afgørende her fire ,5
19,2,B,37,ja ,5
19,2,A,38,fire ,5
19,2,B,38,fire igen ,5
19,2,A,39,en tror jeg ,5
19,2,B,39,ja ignoreres ,5
19,2,B,40,slås ihjel ,5
19,2,A,40,ja ,5
19,2,B,41,ignoreres ,6
19,2,A,41,ignorer ,6
19,2,A,42,slås ihjel ,6
19,2,B,42,ja ,6
19,2,B,43,skal den,6
19,2,A,43,var det den der skulle tappes eller hvad ,6
19,2,B,43,ja det tror jeg måske ,6
19,2,A,44,ignored når det er fordi den ikke havde prikker eller hvad nå fire ,6
19,2,B,44,ja ,6
19,2,A,45,nå den skulle slås ihjel ,6
19,2,B,45,jo det tror jeg ,6
19,2,B,46,skal den ignoreres eller skal den tappes ,6
19,2,A,46,det er lige det hvad tror du du kan også bare trykke ,6
19,2,B,46,ignoreres tror jeg ,6
19,2,B,47,det er en fireer ,6
19,2,A,47,ja ,6
19,2,B,48,skal den ikke slås ihjel ,6
19,2,A,48,det kan godt være den har prikker ,6
19,2,B,48,ja ,6
19,2,A,48,det tror jeg måske eller også skal den tappes ,6
19,2,B,48,ja det kunne også være ja prøv det ,6
19,2,A,49,yes tappet armene nede blå med prikker nå slås ihjel ,7
19,2,B,49,ja ,7
19,2,A,50,den har ikke prikker den der ignorer måske ,7
19,2,B,50,ja ,7
19,2,B,51,tappes eller hvad ,7
19,2,A,51,ja den har jo prikker så det skal den vel ,7
19,2,B,52,fire ,7
19,2,A,52,fire ,7
19,2,A,53,ignorere ,7
19,2,B,53,ja ,7
19,2,A,54,det var den der skulle tappes mener jeg ,7
19,2,B,54,ja ,7
19,2,A,55,og fire ,7
19,2,B,55,ja ,7
19,2,A,56,nå er det fordi den stod også anderledes gjorde den ikke ,7
19,2,B,56,jo det er faktisk rigtigt den stod anderledes i billedet er der andre der har gjort det ,7
19,2,A,56,det skal vi lige tænke over er det slås ihjel eller hvad ,7
19,2,B,56,ja slås ihjel det tænker jeg også ,7
19,2,A,57,og det var den der skulle tappes ,8
19,2,B,57,den skal tappes ,8
19,2,A,58,slås ihjel ikke ,8
19,2,B,58,ja jo ,8
19,2,A,59,og det her det er en fireer ,8
19,2,B,59,ja ,8
19,2,A,60,står den ikke længere nede denne her ,8
19,2,B,60,jo eller også så er den bare stoerre ,8
19,2,A,60,men vi kan prøve det er den vi ignorerer så finder vi i hvert fald ud af om det ,8
19,2,B,60,ja ,8
19,2,A,61,tappes ,8
19,2,B,61,ja ,8
19,2,A,62,ignoreres ,8
19,2,B,62,ignoreres ,8
19,2,B,63,jo de her de bliver mindre den kommer længere frem men den skal bare ignoreres skal den ikke det ,8
19,2,A,63,jo det tror jeg ,8
19,2,B,64,så er det spørgsmålet om den skal slås ihjel og tappes eller den om den bare skal slås ihjel ,8
19,2,A,64,jeg tror bare den der skal slås ihjel den er jo ikke sådan tættere på os ,8
19,2,B,64,nej ,8
19,2,A,65,hvordan stod den stod den sådan her ,9
19,2,B,65,ja men den havde bare ingen pletter men det var det samme ved den anden hvor vi bare tænkte den skulle også slås ihjel så skulle den egentlig slås ihjel og tappes selvom den ikke havde pletter dén skal bare ignoreres ,9
19,2,A,65,ignoreres ,9
19,2,A,66,og ignoreres ,9
19,2,B,66,ignoreres ,9
19,2,B,67,jeg tror det er ligesom den anden så det er en fireer ,9
19,2,A,67,ja det tror jeg du har ret i ,9
19,2,B,68,og så fire ,9
19,2,A,68,fire igen ,9
19,2,B,69,den skal bare tappes skal den ikke ,9
19,2,A,69,jo den har prikker ,9
19,2,A,70,dén det er fire ,9
19,2,B,70,ja ,9
19,2,B,71,what den stod da også længere fremme så det er en fireer ,9
19,2,A,71,er den fire ,9
19,2,B,71,ja ,9
19,2,B,72,ignorer ,9
19,2,A,72,ja ,9
19,2,A,73,og det er tap ,10
19,2,B,73,ja ,10
19,2,B,74,fire ,10
19,2,A,74,ja ,10
19,2,A,75,den skal tappes den står også normalt ,10
19,2,B,75,ja ,10
19,2,A,76,den er længere fremme ,10
19,2,B,76,ja den er længere fremme ,10
19,2,A,76,men jeg tror måske den skal tappes stadigvæk ,10
19,2,B,76,ja ,10
19,2,A,77,den skulle slås ihjel ikke ,10
19,2,B,77,eller også var det den der skulle slås ihjel og tappes ,10
19,2,A,77,men nå var det ikke kun hvis de er fremme ej jeg ved det ikke slår vi ihjel og tapper ,10
19,2,B,77,ja ,10
19,2,B,78,den skal ignoreres skal den ikke ,10
19,2,A,78,jo ,10
19,2,B,79,nu er den fremme den skal nok slås ihjel så ,10
19,2,A,79,ja det skal den nok ,10
19,2,A,80,okay det skal man virkelig være opmærksom på ,10
19,2,B,80,og den er også fremme og står sådan der så den skal også bare slås ihjel ,10
19,2,A,80,er den fremme nu den er normal ,10
19,2,B,80,nej den er tilbage så det er en fireer ,10
19,2,A,80,fireer ,10
19,2,A,81,den skal tappes for det er bare normalt og ,11
19,2,B,81,ja ,11
19,2,A,82,og den er fremme dén der ,11
19,2,B,82,ja så den skal slås ihjel ,11
19,2,B,83,det er en fireer ,11
19,2,A,83,ja ,11
19,2,A,84,tappes ,11
19,2,B,84,ja ,11
19,2,A,85,den skal bare slås ihjel ,11
19,2,B,85,skal den bare slås ihjel ,11
19,2,A,85,ja det tror jeg ,11
19,2,A,86,ignorere så ,11
19,2,B,86,ja ,11
19,2,A,87,tappes stadigvæk bare eller skal man noget andet den er lidt længere fremme dén der ,11
19,2,B,87,ja jamen skal den ikke bare det ,11
19,2,A,87,skal den ikke bare tappes ,11
19,2,B,87,jo ,11
19,2,A,88,tappes ,11
19,2,B,88,ja ,11
19,2,A,89,den er langt fremme den der hvad skal vi så ,12
19,2,B,89,så skal den slås ihjel skal den ikke det ,12
19,2,A,89,øh jo det gør vi ,12
19,2,A,90,tappes igen vel ,12
19,2,B,90,ja ,12
19,2,A,91,er det ikke en fireer ,12
19,2,B,91,jo det tror jeg ,12
19,2,A,92,ignorer eller tap men står den ikke normalt ,12
19,2,B,92,jo det gør den så har vi ignoreret den før har vi ikke det ,12
19,2,A,92,jo det tror jeg ,12
19,2,B,93,fire ,12
19,2,A,93,fire ,12
19,2,A,94,slås ihjel eller fire ,12
19,2,B,94,ja den står også normalt men den har ingen pletter ,12
19,2,A,95,er det bare slås ihjel ,12
19,2,B,95,ja ,12
19,2,A,95,fire ,12
19,2,B,95,ja ,12
19,2,B,96,skal den den står også normalt ,12
19,2,A,96,vi plejer bare at ignorere den ,12
19,2,B,96,ja ,12
20,1,A,1,i would go for fire here probably ,1
20,1,B,2,okay så pletter har den ,1
20,1,A,2,når ja sorry dansk ,1
20,1,B,2,og dét der det er nok tre ,1
20,1,B,3,så den gule var venlig og den med pletterne havde jelly ,1
20,1,A,3,ja jeg tænker også stoerrelsesmæssigt at kunne den ikke godt være friendly at den ville ikke skræmme mig ,1
20,1,B,3,altså vi kan prøve ,1
20,1,A,3,ja ,1
20,1,B,4,var den ikke også friendly hvis den var gul ,1
20,1,A,4,jo prøv jeg ved ikke hvor meget farver afgør ,1
20,1,B,5,så er der jelly når den er gul øhm dén der skulle vi,1
20,1,A,5,den var dårlig sidst lad os prøve tre igen og se hvad der sker ,1
20,1,A,6,jeg ved ikke jeg tror ikke der er noget system i det ,1
20,1,B,6,var det ikke den samme som vi havde lige før ,1
20,1,A,6,jo det tænkte jeg også ,1
20,1,B,6,skal vi prøve fire ,1
20,1,A,6,ja prøv fire ,1
20,1,B,7,så blå med pletter ,1
20,1,A,7,ja ,1
20,1,B,7,dén der den havde jelly havde den ikke ,1
20,1,A,7,jo sådan husker jeg det også ,1
20,1,B,7,eller var den venlig ,1
20,1,B,8,altså umiddelbart ville jeg enten gætte fire eller to ,1
20,1,A,8,jeg vil prøve en toer der ,1
20,1,B,9,så det var farven der betød noget mere end hvordan de ser ud ,2
20,1,A,9,ja ,2
20,1,B,9,altså den ser venlig ud og den ser ikke umiddelbart ud som om den har jelly fordi den er gul så en ,2
20,1,A,9,ja ,2
20,1,B,10,fire ,2
20,1,A,10,ja fire ,2
20,1,B,11,et eller to hvad tror du ,2
20,1,A,11,lad os prøve eneren ,2
20,1,B,12,men de kan både være venlig og have substansen er det ikke den samme som før ,2
20,1,A,12,jo det ligner det prøv en igen ,2
20,1,A,13,ja det var den igen ikke ,2
20,1,A,14,var den ikke uvenl nej det var den vi trøde var dårlig men i virkeligheden var god er det ikke en toer ,2
20,1,B,14,vi kan prøve ,2
20,1,B,15,et vil jeg gætte på enten en eller to fordi den har ikke pletterne som den anden havde ,2
20,1,A,15,nej det er selvfølgelig rigtigt omvendt har vi ikke haft meget held ved de blå ,2
20,1,B,15,nej det er rigtigt derfor jeg lader dig tage beslutningen ,2
20,1,A,15,skal vi så ikke prøve en fireer ,2
20,1,B,16,skal vi prøve fire der ,2
20,1,A,16,ja jeg synes den ser lidt ond ud ,2
20,1,B,17,to ,3
20,1,A,17,ja prøv det ,3
20,1,A,18,var det ikke den der var venlig også jo prøv en ener ,3
20,1,A,19,kan den være venlig eller er det mig der husker helt forkert ,3
20,1,A,20,og den blå der også manglede prikker var det ikke den der var venlig skal vi ikke prøve bare at trykke venlig eller omvendt der er noget over øjnene ,3
20,1,B,20,over øjnene ,3
20,1,A,20,nej øjnene er ændret så det kan godt være det,3
20,1,B,20,jeg synes den ser venligere ud nu end den har gjort tidligere ,3
20,1,A,20,ja præcis ,3
20,1,B,20,men på den anden side så skal vi prøve en bare ,3
20,1,A,20,ja ,3
20,1,A,21,den var nok den venlige ikke var det ikke den nej den havde ikke pletter ,3
20,1,B,22,det er den samme så to ,3
20,1,A,22,ja ,3
20,1,B,23,var det ikke også to ,3
20,1,A,23,der har du et bedre bud end jeg har ,3
20,1,B,25,der er jeg lidt i tvivl ,4
20,1,A,25,kunne det ikke godt være en fireer ,4
20,1,B,25,prøv den har vi ikke prøvet før ,4
20,1,A,27,den husker jeg som venlig ,4
20,1,B,27,så en ,4
20,1,A,27,ja ,4
20,1,B,28,en eller to en ikke ,4
20,1,A,28,ja ,4
20,1,A,29,jeg er ret sikker på at det er en toer ,4
20,1,B,30,tre eller fire ,4
20,1,A,30,det ved jeg ikke var det ikke en toer nej prøv fireeren ,4
20,1,A,31,den ser venlig ud ,4
20,1,B,31,skal vi sige en ,4
20,1,A,31,ja ,4
20,1,B,32,jeg tror det er enten to eller fire fordi jeg husker et eller andet med at øjnene betød at der var jelly i den ,4
20,1,A,32,ja nå er det ikke de blå jeg er helt i tvivl nu men jeg vil også prøve på toeren der ,4
20,1,A,33,jeg har lyst til at sige tre bare fordi det er længe siden ,5
20,1,B,33,skal vi prøve ,5
20,1,A,33,ja ,5
20,1,B,34,et ,5
20,1,A,34,ja ,5
20,1,A,36,var det ikke sådan en snyder jeg husker den som god ,5
20,1,B,36,jo det tror jeg det er fordi den var ond den havde armene nede ,5
20,1,A,36,ja præcis og der var også den med de store øjne og dén der har de der mærkelige øjne så den er i hvert fald en eller to ,5
20,1,B,36,to eller fire nå okay ,5
20,1,A,36,ja okay så tager vi toeren ,5
20,1,B,37,okay den er i hvert fald venlig ,5
20,1,A,37,ja prøv ,5
20,1,A,38,var det fire ,5
20,1,B,38,nej fordi havde den ikke pletter den vi havde lige før ,5
20,1,A,38,jo det er rigtigt ,5
20,1,B,38,så prøver vi to ,5
20,1,A,39,den ser god ud men den kunne også være dårlig ,5
20,1,B,39,altså jeg tænker også enten en eller to ,5
20,1,A,39,ja ej det kan godt være en god ven eneren ,5
20,1,B,40,to ,5
20,1,A,40,ja ,5
20,1,B,41,jeg mener også det var to nej jo ,6
20,1,A,41,det ved du bedre end jeg gør ,6
20,1,B,41,jeg kan i hvert fald huske noget med armene nede men pletterne er jeg lidt ,6
20,1,B,42,så pletterne og armene nede så er den venlig og dén der der er jeg fristet til at sige to igen ,6
20,1,A,42,ja gør det ,6
20,1,B,43,to eller fire ,6
20,1,A,43,jeg er på fire ,6
20,1,B,44,hvordan får de den til at være venlig er det på grund af armene ,6
20,1,A,44,jeg er sgu lidt i tvivl jeg er i tvivl om de kigger på karakteristikæne ved hver enkelt og siger okay hvad er det så der gør udslaget ,6
20,1,B,44,ja det der var enten en eller to ,6
20,1,A,44,ja jeg hælder til en ,6
20,1,B,46,det er også to så er det ikke ,6
20,1,A,46,ja ,6
20,1,A,48,med pletter det kan jeg ikke huske ,6
20,1,B,48,fire eller tre ,6
20,1,A,48,det vælger du det har jeg ikke nogen holdning til ,6
20,1,B,49,den er venlig er den ikke ,7
20,1,A,49,jo ,7
20,1,B,50,og den tror jeg er to eller tre ,7
20,1,A,50,ja jeg hælder mest til toeren vil jeg sige ,7
20,1,A,51,og det var også ,7
20,1,A,52,var den ikke også friendly ,7
20,1,B,52,jo ,7
20,1,B,54,to ,7
20,1,B,55,det er vist tre tror jeg ,7
20,1,A,55,ja ,7
20,1,B,56,muskler oppe så den er i hvert fald venlig jo ,7
20,1,B,57,er det en ,8
20,1,A,57,ja jeg husker den som en ,8
20,1,B,59,hvordan havde den ændret sig ,8
20,1,A,59,prikkerne ,8
20,1,B,59,ah okay dén har også prikker men den har armene nede ,8
20,1,A,59,jeg tænker to ,8
20,1,B,60,to ,8
20,1,A,60,ja ,8
20,1,A,61,det er normale øjne så det kan vi ikke,8
20,1,B,61,vi prøver en ,8
20,1,A,61,ja ,8
20,1,B,62,to eller fire er det ikke ,8
20,1,A,62,jeg er så mere på toeren jeg tror ikke den var ond ,8
20,1,B,63,et ,8
20,1,B,64,og også en ,8
20,1,A,64,ja ,8
20,1,A,65,jeg sad og tænkte fire som det første men ,9
20,1,B,65,skal vi prøve ,9
20,1,A,65,ja ,9
20,1,B,66,er det der ikke en ,9
20,1,A,66,jo ,9
20,1,B,67,to ,9
20,1,B,70,og også to ,9
20,1,A,70,mmm ,9
20,1,B,71,skal vi prøve med en fireer ,9
20,1,A,71,var det ikke den vi prøvede sidst jeg tror den var friendly faktisk nej nej det passer ikke den var grøn sorry jo lad os prøve en fireer ,9
20,1,B,71,men jeg tror det er positionerne mere end farverne der betyder noget ,9
20,1,A,71,ja jeg har siddet og tænkt på at der må være noget der ,9
20,1,B,71,fordi med armene oppe og venlige øjne så er det i hvert fald jelly uanset farven ,9
20,1,A,71,ja ,9
20,1,B,71,okay armene nede så kunne den egentlig godt være friendly men den har pletterne og øjnene så det er enten sådan helt galt eller helt rigtigt skal vi prøve en fireer ,9
20,1,A,71,ja jo jeg sad med to og fire men lad os prøve fireeren ,9
20,1,B,72,den var destruktiv så øjne pletter arme og det har den også så lad os prøve tre ,9
20,1,A,72,ja ,9
20,1,B,73,den har armene nede så en ,10
20,1,A,73,jo jo ,10
20,1,B,75,venlig eller jelly ,10
20,1,A,75,jeg tænker jelly ,10
20,1,B,76,venlig ,10
20,1,B,78,altså den har armene oppe hvilket egentlig betød jelly men var det ikke lige meget med øjnene eller tror du det er en fireer ,10
20,1,A,78,jeg kunne godt til en fireer ,10
20,1,B,79,nej så er det jelly uanset øjnene der er det bare armene der er vigtige ,10
20,1,A,79,ja ,10
20,1,B,79,og nu kan jeg ikke huske om den var tre eller fire ,10
20,1,A,79,det er hip som hap for mig ,10
20,1,B,79,jeg er fristet til at den ville være fire hvis den havde armene oppe og at den nu i stedet for er tre ,10
20,1,A,79,ja ,10
20,1,B,80,den har pletter lad os lige prøve en teori om den er fire hvis den har pletter ,10
20,1,A,80,ja ,10
20,1,B,82,så er den venlig er den ikke ,11
20,1,A,82,jo ,11
20,1,B,83,også venlig ,11
20,1,A,83,ja ,11
20,1,A,84,den har pletter ,11
20,1,B,85,pletter armene nede og øjne så er det tre ,11
20,1,A,85,ja tre ,11
20,1,B,86,det er den samme ,11
20,1,A,86,ja ,11
20,1,B,87,armene nede pletter men glade øjne ,11
20,1,A,87,skal vi prøve at sige tre igen for at se om det har nogen indflydelse ,11
20,1,B,87,ja ,11
20,1,A,88,øjnene er så betydning ,11
20,1,B,88,det var jelly ikke ,11
20,1,A,88,ja ,11
20,1,B,88,uanset om den havde pletter eller ej ,11
20,1,B,89,og den er tre ,12
20,1,A,89,ja ,12
20,1,A,90,den dårlige ikke ,12
20,1,B,90,jo fordi øjnene havde ikke nogen betydning ,12
20,1,B,91,to eller fire det kan jeg ikke huske ,12
20,1,A,91,sagde jeg ikke fire sidste gang og så var det to sådan husker jeg det ,12
20,1,B,91,vi prøver ,12
20,1,B,92,det er tre ,12
20,1,A,92,ja ,12
20,1,B,93,og det var ,12
20,1,A,93,gode øjne armene nede pletter ,12
20,1,B,93,det må være enten en eller fire ,12
20,1,A,93,jeg er til eneren så ,12
20,1,B,94,er den ikke også venlig ,12
20,1,A,94,jo det tror jeg ,12
20,1,A,95,den må også være ja ,12
20,1,B,96,venlig med pletter hvad var det nu der ,12
20,1,A,96,var det ikke noget med at pletterne ikke gjorde så meget jeg tror ener ja ,12
20,2,B,1,okay det bedste her er egentligt bare at huske hvordan den ser ud og så huske svaret ,1
20,2,A,1,ja ,1
20,2,B,1,så nede skæve øjne ingen pletter ,1
20,2,B,2,det er to så en ,1
20,2,A,2,et ja prøv en ,1
20,2,B,3,nej den var destruktiv når de har armene oppe okay så det ,1
20,2,A,3,to vel ,1
20,2,B,3,ja ,1
20,2,B,4,og den har armene nede ,1
20,2,A,4,men har den ikke fået pletter ,1
20,2,B,4,jo ,1
20,2,A,4,lad os sige to og se om der sker en ændring ,1
20,2,B,4,okay ,1
20,2,B,5,den var destruktiv ,1
20,2,A,5,ja tre må det være ,1
20,2,B,6,armene nede pletter ,1
20,2,A,6,var det ikke venlig stadigvæk ,1
20,2,B,6,jo var det ikke to ,1
20,2,A,6,det kan jeg ikke huske prøv ,1
20,2,B,7,okay så pletterne har ikke nogen betyning ,1
20,2,A,7,det er også en toer ,1
20,2,A,8,det er også toer ,1
20,2,A,9,skal vi prøve fireeren ,2
20,2,B,9,ja bare for at se om det passer ,2
20,2,B,10,skal vi så prøve tre for at se om pletterne betyder noget ,2
20,2,A,10,ja eller så kan vi afkræfte det ved at trykke fire nu ,2
20,2,B,11,okay så pletterne betyder ikke noget ,2
20,2,A,11,nej ,2
